AnimalID,MomID,DadID,BGroup,DoB,Sex,Matril,Pedigree,SiblingNo,UniCode
03O,B60,,R,2/25/2000,m,Q1012,6,14,F-384
88N,H64,O81,S,2/25/2000,f,Q1083,6,8,D-711
56N,Z86,Z90,J,2/29/2000,m,Q1083,8,4,C-362
95N,T95,C56,R,3/1/2000,m,Q1066,6,7,E-091
02O,59F,F00,R,3/2/2000,m,Q1066,7,1,A-051
59L,K80,49A,C,3/2/2000,m,Q1083,5,9,C-421
01N,V65,51A,F,3/5/2000,f,Q1021,8,6,A-031
26O,X44,Z06,F,3/5/2000,m,Q1050,7,5,B-006
36L,N05,O08,F,3/7/2000,f,Q1021,7,9,B-460
32L,29B,V79,F,3/25/2000,m,Q1053,7,5,B-381
14N,985,658,F,3/25/2000,f,Q1050,4,15,A-527
20O,O44,X77,F,3/25/2000,m,Q1021,7,6,A-893
04N,17C,Z06,F,3/25/2000,f,Q1050,8,3,A-087
81N,94B,Z90,J,4/13/2000,f,Q1083,8,2,D-566
43O,80C,J21,CC,11/5/2000,f,Q1083,6,2,B-851
70O,O35,17A,S,11/13/2000,f,Q1083,6,6,D-113
81O,02A,L83,R,11/13/2000,m,Q1012,7,5,D-567
70P,44B,43A,EE,11/13/2000,f,Q1053,8,3,D-114
I01N20,N20,,JJ,11/13/2000,f,Q1083,7,9,H-326
65O,K83,G62,BB,11/14/2000,m,Q1012,8,9,C-782
53P,V76,A87,LL,11/14/2000,f,Q1053,7,7,C-302
72O,46B,21B,S,11/14/2000,m,Q1083,7,3,D-153
i01J71,J71,,S,11/14/2000,f,Q1083,7,8,H-319
i0105D,05D,,DD,11/14/2000,m,Q1083,7,2,H-275
54O,41C,V29,BB,11/15/2000,f,Q1012,9,3,C-323
82O,V44,33A,R,11/15/2000,m,Q1012,7,9,D-587
i0138F,38F,,GG,11/15/2000,f,Q1083,9,1,H-288
86O,J99,N60,R,11/16/2000,m,Q1012,7,8,D-672
87O,J12,K85,R,11/18/2000,m,Q1083,6,8,D-694
i0170B,70B,,F,11/18/2000,f,Q1053,8,2,H-296
38P,L19,J21,R,11/20/2000,f,Q1012,8,9,B-503
i01H71,H71,,F,11/20/2000,f,Q1050,5,9,H-315
i0043F,43F,,F,11/20/2000,f,Q1050,7,1,H-239
32P,L48,G62,HH,11/21/2000,f,Q1046,6,5,B-384
i01O70,O70,,F,11/21/2000,f,Q1050,6,7,H-333
i01F38,F38,,LL,11/21/2000,u,Q1071,7,13,H-312
i01O75,O75,,F,11/23/2000,f,Q1021,7,7,H-334
96O,V81,02C,EE,11/24/2000,f,Q1053,7,5,E-112
59O,J01,45A,BB,11/24/2000,m,Q1083,6,9,C-423
I0125D,25D,,JJ,11/24/2000,f,Q1083,8,3,H-281
71P,T12,V95,EE,11/26/2000,f,Q1053,7,7,D-134
54P,V58,V79,F,11/26/2000,f,Q1021,6,6,C-324
79O,Z99,28B,S,11/26/2000,m,Q1083,7,4,D-297
i0174C,74C,,LL,11/26/2000,f,Q1053,8,2,H-300
i0155A,55A,,HH,11/26/2000,f,Q1056,6,3,H-294
39O,X51,02C,LL,11/27/2000,m,Q1053,8,5,B-522
23P,82B,90B,CC,11/27/2000,f,Q1083,6,2,A-952
41P,K79,61D,BB,11/27/2000,f,Q1083,6,8,B-810
12P,46F,Z90,F,11/27/2000,m,Q1050,8,1,A-489
i0170H,70H,,GG,11/27/2000,m,Q1083,8,1,H-297
i0147A,47A,,DD,11/27/2000,f,Q1083,7,5,H-291
51P,X97,R70,F,11/28/2000,f,Q1021,7,6,C-261
62P,17C,K85,F,11/29/2000,m,Q1050,8,4,C-720
33O,X86,R70,F,11/29/2000,m,Q1056,5,7,B-403
51O,93A,49A,BB,11/29/2000,m,Q1083,6,3,C-260
77O,O33,Z71,R,11/29/2000,m,Q1012,8,8,D-252
i0148B,48B,,F,11/29/2000,m,Q1021,8,4,H-292
i0074H,74H,,R,11/29/2000,m,Q1066,6,1,H-241
i0138E,38E,,R,11/30/2000,m,Q1066,6,1,H-287
i0157A,57A,,F,11/30/2000,m,Q1021,8,5,H-295
56P,Z15,00A,F,12/1/2000,m,Q1050,6,5,C-364
i0174F,74F,,DD,12/1/2000,m,Q1083,7,1,H-301
i0174B,74B,,R,12/1/2000,f,Q1012,8,3,H-299
93O,L84,G23,KK,12/2/2000,f,Q1056,6,9,E-048
55P,14C,50C,F,12/2/2000,f,Q1021,8,3,C-344
28P,78A,39C,LL,12/2/2000,m,Q1053,8,3,B-045
I01H02,H02,,R,12/2/2000,m,Q1012,7,12,H-314
26P,I56,F32,S,12/3/2000,m,Q1083,5,11,B-007
38O,91E,46D,LL,12/3/2000,f,Q1053,8,1,B-502
i01K07,K07,,F,12/3/2000,m,Q1050,6,11,H-320
44P,07F,Z90,LL,12/4/2000,m,Q1053,8,1,B-872
89O,15C,O15,R,12/4/2000,m,Q1012,8,3,D-733
34O,73C,Z46,F,12/4/2000,m,Q1056,6,3,B-424
i0114F,14F,,LL,12/4/2000,f,Q1053,7,1,H-279
32O,N86,45A,HH,12/5/2000,f,Q1046,6,8,B-383
40O,73B,51A,F,12/5/2000,m,Q1050,7,4,B-791
22P,53E,V83,KK,12/5/2000,m,Q1056,6,1,A-932
90O,S96,33A,R,12/5/2000,m,Q1012,7,10,D-982
57O,B10,49A,BB,12/5/2000,f,Q1083,5,13,C-382
i01O30,O30,,CC,12/5/2000,m,Q1083,7,9,H-328
i01S55,S55,,JJ,12/5/2000,f,Q1083,7,8,H-339
i01V36,V36,,F,12/5/2000,m,Q1021,7,7,H-347
i01K84,K84,,R,12/5/2000,f,Q1012,7,10,H-322
24P,X60,,S,12/6/2000,m,Q1083,7,5,F-479
46P,X17,F46,F,12/6/2000,m,Q1050,6,6,B-911
61P,92D,90A,F,12/6/2000,f,Q1050,7,3,C-697
i0184C,84C,,DD,12/6/2000,f,Q1083,8,3,H-306
60P,42B,29C,F,12/7/2000,f,Q1050,8,4,C-678
08P,R78,02C,F,12/7/2000,m,Q1021,7,9,A-166
11P,40A,90B,CC,12/7/2000,f,Q1083,6,5,A-471
i01Z92,Z92,,DD,12/7/2000,f,Q1083,6,4,H-365
I0142B-2,42B,,F,12/7/2000,f,Q1050,8,5,H-289
i01S59,S59,,F,12/7/2000,m,Q1056,8,7,H-340
i01X78,X78,,GG,12/7/2000,m,Q1083,6,7,H-355
49P,67G,O23,F,12/8/2000,f,Q1050,6,1,B-975
41O,K04,L64,F,12/8/2000,f,Q1050,5,12,B-809
06P,J28,88C,F,12/8/2000,m,Q1053,6,10,A-127
36O,V80,90A,HH,12/8/2000,f,Q1053,6,7,B-462
25P,65A,X57,KK,12/8/2000,f,Q1056,7,5,A-989
I0113D,13D,,BB/CC,12/8/2000,f,Q1012,8,3,H-278
10P,N37,37C,BB,12/9/2000,m,Q1012,8,8,A-453
20P,35B,J21,R,12/9/2000,m,Q1012,7,4,A-894
92O,68C,X94,R,12/9/2000,f,Q1012,8,3,E-024
49O,07A,X81,KK,12/9/2000,m,Q1053,8,5,B-974
84O,09F,32C,EE,12/10/2000,m,Q1053,8,1,D-631
67O,33C,T16,R,12/10/2000,f,Q1083,7,4,C-824
48O,39A,57D,CC,12/11/2000,f,Q1083,6,4,B-954
64P,39B,85B,F,12/11/2000,f,Q1050,7,4,C-760
i0182A,82A,,F,12/11/2000,f,Q1050,7,4,H-304
i01O56,O56,,II,12/11/2000,m,Q1053,6,8,H-331
i01V24,V24,,R,12/12/2000,m,Q1012,8,7,H-346
56O,37D,T88,KK,12/13/2000,f,Q1056,7,2,C-363
i01S73,S73,,R,12/13/2000,f,Q1012,7,7,H-341
i01Z73,Z73,,GG,12/13/2000,m,Q1083,6,4,H-362
i0104A,04A,,II,12/13/2000,m,Q1053,7,6,H-272
91O,V60,77A,R,12/14/2000,m,Q1012,8,6,E-003
76O,96A,Z01,R,12/14/2000,m,Q1012,7,4,D-231
63P,64D,Z90,F,12/14/2000,f,Q1050,7,2,C-739
03P,Z08,85A,F,12/14/2000,f,Q1021,8,5,A-070
18P,35F,J81,R,12/14/2000,f,Q1012,9,2,A-604
i01T03,T03,,V,12/14/2000,f,Q1071,8,7,H-342
i0151B,51B,,GG,12/15/2000,m,Q1083,7,4,H-293
i01V78,V78,,KK,12/15/2000,m,Q1053,8,5,H-349
61O,X33,25B,BB,12/16/2000,m,Q1012,7,6,C-696
i01T85,T85,,S,12/16/2000,f,Q1083,8,6,H-344
99O,90D,R70,F,12/17/2000,m,Q1021,7,3,E-177
85O,54B,L83,R,12/17/2000,m,Q1012,8,5,D-651
31P,64A,51A,F,12/17/2000,m,Q1021,6,4,B-359
64O,50F,61D,CC,12/17/2000,f,Q1083,6,1,C-759
57P,55H,K14,F,12/17/2000,f,Q1050,6,1,C-383
52P,61A,D78,F,12/17/2000,f,Q1050,6,4,C-281
i01Z52,Z52,,JJ,12/17/2000,m,Q1083,8,4,H-359
i01J66,J66,,J,12/17/2000,f,Q1083,7,11,H-318
i01D82,D82,,S,12/17/2000,f,Q1083,5,12,H-310
i01R79,R79,,F,12/17/2000,m,Q1056,6,8,H-337
i0171E,71E,,F,12/17/2000,m,Q1050,8,1,H-298
i01R68,R68,,F,12/17/2000,m,Q1021,7,7,H-336
94O,13B,V45,V,12/18/2000,m,Q1071,9,4,E-071
40P,J41,30C,V,12/18/2000,m,Q1071,8,11,B-792
17P,01B,39C,F,12/18/2000,m,Q1021,7,4,A-585
53O,Z67,90B,BB,12/18/2000,f,Q1012,8,6,C-301
I01O69,O69,,F,12/18/2000,m,Q1053,7,9,H-332
I0129B,29B,,LL,12/18/2000,f,Q1053,7,6,H-283
68P,99A,Z10,F,12/19/2000,f,Q1050,6,4,C-845
73P,89A,G62,BB,12/19/2000,f,Q1012,8,4,D-175
00P,62H,20B,F,12/20/2000,f,Q1050,7,1,A-014
i0100F,00F,,F,12/20/2000,f,Q1021,7,1,H-271
i0191A,91A,,R,12/20/2000,f,Q1012,9,5,H-307
I01K81,K81,,R,12/21/2000,f,Q1083,6,11,H-321
16P,76D,Z01,R,12/22/2000,m,Q1066,7,3,A-565
21P,31A,T16,R,12/22/2000,m,Q1012,8,4,A-913
98O,78C,02C,HH,12/23/2000,m,Q1053,6,3,E-156
i01N40,N40,,R,12/24/2000,m,Q1012,7,8,H-327
60O,36B,79B,BB,12/25/2000,m,Q1083,7,4,C-677
42O,V37,H87,F,12/25/2000,f,Q1050,6,6,B-830
63O,T86,49A,CC,12/25/2000,m,Q1083,6,7,C-738
58O,37B,V29,BB,12/25/2000,m,Q1012,9,3,C-402
i01S54,S54,,R,12/25/2000,f,Q1012,7,8,H-338
i01V82,V82,,II,12/25/2000,f,Q1053,6,6,H-350
i01G80,G80,,DD,12/25/2000,m,Q1083,6,12,H-313
66P,95B,61B,BB,12/26/2000,f,Q1083,7,2,C-804
30P,Z97,56C,F,12/26/2000,m,Q1053,7,5,B-335
33P,L49,Z00,V,12/26/2000,m,Q1071,8,9,B-404
34P,79C,51A,F,12/26/2000,m,Q1050,6,2,B-425
73O,H45,,R,12/26/2000,m,Q1012,7,12,D-174
13P,18A,V95,F,12/26/2000,m,Q1053,7,7,A-509
i0112H,12H,,R,12/26/2000,m,Q1012,8,1,H-276
i01Z53,Z53,,R,12/26/2000,m,Q1012,9,5,H-360
71O,95A,L83,R,12/27/2000,m,Q1066,6,5,D-133
45P,56A,E54,F,12/27/2000,f,Q1050,5,5,B-892
i0195A,95A,,R,12/27/2000,m,Q1066,6,6,H-309
78O,89C,R70,F,12/28/2000,f,Q1021,8,3,D-273
37P,K28,J81,R,12/28/2000,f,Q1012,7,11,B-483
I01J29,J29,,F,12/29/2000,u,Q1050,5,12,H-317
37O,N12,K32,F,12/30/2000,m,Q1050,4,10,B-482
35O,X20,R70,HH,12/31/2000,f,Q1056,6,5,B-443
i0104E,04E,,F,12/31/2000,m,Q1053,7,2,H-273
i01V91,V91,,EE,12/31/2000,f,Q1053,7,7,H-351
14P,X46,39C,F,1/1/2001,m,Q1053,7,7,A-529
59P,87D,12E,F,1/1/2001,f,Q1053,7,1,C-424
83O,X37,17A,R,1/1/2001,m,Q1012,7,8,D-608
47P,Z78,51A,F,1/1/2001,m,Q1053,8,5,B-933
ii01T28,T28,,H,1/1/2001,f,Q1053,6,7,J-770
i01X37,X37,,R,1/1/2001,m,Q1012,7,9,H-353
i01T28,T28,,H,1/1/2001,f,Q1053,6,8,H-343
04P,S16,56C,F,1/2/2001,f,Q1021,7,8,A-089
31O,K11,88C,F,1/2/2001,m,Q1021,7,10,B-358
05P,D69,V79,F,1/2/2001,f,Q1021,6,14,A-108
i01Z07,Z07,,F,1/2/2001,m,Q1050,7,6,H-357
i01X34,X34,,R,1/2/2001,m,Q1083,7,6,H-352
i0176H,76H,,H,1/5/2001,f,Q1046,7,1,H-302
i01L97,L97,,DD,1/5/2001,f,Q1083,6,11,H-325
88O,O96,Z46,R,1/6/2001,f,Q1012,8,9,D-712
74O,T83,T57,S,1/6/2001,m,Q1083,7,6,D-194
80O,03H,Z71,R,1/7/2001,f,Q1012,9,1,D-547
i01Z72,Z72,,DD,1/7/2001,f,Q1083,7,4,H-361
35P,81B,79B,HH,1/9/2001,f,Q1056,6,4,B-444
07P,Z14,20B,F,1/9/2001,m,Q1050,6,5,A-147
i01Z74,Z74,,GG,1/9/2001,m,Q1083,8,5,H-363
i01Z11,Z11,,F,1/9/2001,u,Q1050,5,6,H-358
36P,T27,79B,F,1/11/2001,m,Q1053,8,8,B-463
43P,H74,K32,F,1/16/2001,m,Q1050,6,13,B-852
97O,G43,O34,HH,1/17/2001,f,Q1056,5,14,E-134
15P,59A,,F,1/17/2001,m,Q1050,7,3,F-398
55O,11C,90B,BB,1/17/2001,f,Q1012,8,3,C-343
44O,31D,37C,BB,1/17/2001,m,Q1012,8,2,B-871
45O,L29,25B,BB,1/17/2001,m,Q1012,7,8,B-891
50O,82C,T82,CC,1/17/2001,f,Q1083,7,3,C-240
46O,V99,E54,BB,1/17/2001,f,Q1012,8,6,B-910
69P,C63,79B,BB,1/17/2001,f,Q1012,7,13,C-864
42P,R59,S76,F,1/17/2001,f,Q1050,6,6,B-831
i01I50,I50,,HH,1/17/2001,m,Q1056,5,9,H-316
i0132A,32A,,R,1/17/2001,u,Q1012,7,5,H-285
69O,D07,N60,R,1/18/2001,f,Q1066,5,15,C-863
19P,X91,X94,R,1/19/2001,m,Q1066,6,7,A-624
29P,24B,K32,F,1/21/2001,m,Q1050,5,3,B-065
02P,J92,V79,F,1/21/2001,m,Q1021,6,11,A-052
i01X46,X46,,LL,1/21/2001,m,Q1053,7,8,H-354
i01O43,O43,,LL,1/21/2001,m,Q1053,7,8,H-330
i01L37,L37,,DD,1/21/2001,f,Q1083,7,9,H-323
i0183C,83C,,GG,1/21/2001,m,Q1083,8,4,H-305
i0105A,05A,,II,1/22/2001,f,Q1053,6,5,H-274
62O,Z51,49A,KK,1/24/2001,f,Q1053,8,4,C-719
i01R64,R64,,F,1/24/2001,m,Q1021,6,8,H-335
i01E55,E55,,BB,1/25/2001,m,Q1083,5,14,H-311
i01L66,L66,,V,1/28/2001,m,Q1071,7,9,H-324
i0134D,34D,,GG,1/29/2001,f,Q1083,7,2,H-286
i01O36,O36,,DD,1/29/2001,m,Q1083,7,9,H-329
39P,30F,77A,S,2/4/2001,m,Q1083,7,1,B-523
i0128A,28A,,R,2/4/2001,m,Q1012,7,3,H-282
i01X87,X87,,F,2/4/2001,m,Q1050,5,5,H-356
i0180A,80A,,II,2/4/2001,f,Q1053,7,4,H-303
I0130E,30E,,F,2/9/2001,m,Q1021,7,2,H-284
09P,J95,L64,F,2/11/2001,m,Q1050,7,8,A-184
i0145F,45F,,K,2/12/2001,u,Q1056,5,1,H-290
68O,N16,77A,S,2/13/2001,m,Q1083,6,9,C-844
75O,S37,T57,S,2/13/2001,m,Q1083,6,8,D-212
66O,K80,G62,CC,2/18/2001,f,Q1083,5,10,C-803
67P,K89,E54,BB,2/18/2001,m,Q1083,5,7,C-825
52O,O27,G62,BB,2/22/2001,m,Q1083,6,6,C-280
95O,N05,39C,F,3/5/2001,f,Q1021,7,10,E-092
65P,S70,,HH,3/6/2001,m,Q1048,5,8,C-783
i0113C,13C,,II,3/6/2001,m,Q1053,7,3,H-277
i01V04,V04,,F,3/14/2001,f,Q1053,6,6,H-345
01P,21C,79B,F,3/20/2001,f,Q1021,8,4,A-033
27P,42A,J88,S,3/20/2001,f,Q1083,5,4,B-025
58P,13H,I85,V,3/20/2001,m,Q1071,9,1,C-403
47O,Z75,14D,CC,3/20/2001,f,Q1083,6,5,B-932
72P,V05,Z46,KK,3/20/2001,m,Q1053,8,6,D-154
50P,56E,I37,F,3/20/2001,m,Q1050,7,1,C-241
i0191F,91F,,F,3/20/2001,u,Q1021,8,1,H-308
i01Z78,Z78,,F,3/20/2001,m,Q1053,8,6,H-364
i01V72,V72,,H,3/20/2001,m,Q1053,7,8,H-348
i0120F,20F,,F,3/20/2001,f,Q1021,8,1,H-280
48P,86C,E05,F,5/7/2001,m,Q1021,8,2,B-955
I0239F,39F,,R,9/18/2001,m,Q1012,10,2,H-388
I0292D,92D,,F,10/8/2001,u,Q1050,7,4,H-419
I0278E,78E,,DD,10/11/2001,m,Q1083,7,1,H-409
i0220E,20E,,E,10/19/2001,f,Q1053,8,2,H-380
i02Z81,Z81,,D,10/19/2001,f,Q1083,7,5,H-482
I0228H,28H,,BB,10/22/2001,u,Q1083,6,1,H-382
39R,X83,33A,R,10/23/2001,m,Q1012,8,6,B-524
34R,G68,Z71,R,10/23/2001,m,Q1012,6,13,B-426
93R,Z82,17A,S,10/23/2001,m,Q1083,7,5,E-050
05R,50D,61D,CC,10/23/2001,f,Q1083,6,3,A-109
22R,J74,17A,S,10/27/2001,m,Q1083,6,7,A-933
i02O44,O44,,F,10/27/2001,m,Q1021,7,7,H-450
87P,V36,I37,F,10/28/2001,m,Q1021,7,8,D-695
49R,53B,56F,CC,10/28/2001,f,Q1083,6,4,B-976
i02N13,N13,,F,10/28/2001,f,Q1053,7,10,H-445
12R,13D,90B,BB,10/29/2001,m,Q1012,8,4,A-490
05S,30D,80B,R,10/29/2001,f,Q1012,8,2,A-110
I02J71,J71,,S,10/29/2001,u,Q1083,7,9,H-433
i0247A,47A,,D,10/30/2001,f,Q1083,7,6,H-391
41R,X28,Z71,R,11/1/2001,m,Q1012,8,6,B-811
I02F38,F38,,V,11/2/2001,m,Q1071,7,14,H-427
44R,77D,33A,R,11/3/2001,m,Q1012,9,2,B-873
66R,34B,E54,KK,11/3/2001,f,Q1056,6,4,C-805
07S,03B,70C,KK,11/3/2001,f,Q1053,8,4,A-149
52R,19A,70C,KK,11/3/2001,f,Q1056,7,5,C-282
06R,69F,T82,BB,11/3/2001,m,Q1012,8,2,A-128
47R,55F,56F,CC,11/3/2001,f,Q1083,7,2,B-934
67R,O33,33A,R,11/4/2001,m,Q1012,8,9,C-826
91P,X44,V95,F,11/5/2001,m,Q1050,7,6,E-004
i0277H,77H,,BB,11/5/2001,f,Q1012,8,1,H-407
i0200B,00B,,L,11/5/2001,f,Q1053,8,4,H-367
16S,13A,X61,HH,11/6/2001,f,Q1048,5,4,A-567
01R,X67,X80,V,11/6/2001,f,Q1071,8,7,A-034
i02J89,J89,,E,11/6/2001,m,Q1053,7,10,H-435
i02X55,X55,,D,11/6/2001,f,Q1083,7,5,H-473
00S,36D,17A,S,11/7/2001,m,Q1083,7,2,A-016
32R,87F,33A,R,11/8/2001,m,Q1012,8,2,B-385
13R,36B,61D,BB,11/8/2001,f,Q1083,7,5,A-510
55R,55A,X61,HH,11/8/2001,f,Q1056,6,4,C-345
94R,H64,50B,S,11/8/2001,f,Q1083,6,9,E-073
24R,29I,L34,R,11/8/2001,m,Q1083,8,1,A-971
03R,T98,13E,V,11/8/2001,m,Q1071,8,7,A-071
i0298C,98C,,CC,11/8/2001,f,Q1083,8,3,H-424
i02T85,T85,,S,11/8/2001,f,Q1083,8,7,H-465
I0228I,28I,,R,11/8/2001,u,Q1012,8,1,H-383
69R,71G,J21,R,11/9/2001,m,Q1083,6,1,C-865
i0285F,85F,,KK,11/11/2001,m,Q1056,7,1,H-415
i02R74,R74,,I,11/11/2001,m,Q1053,6,7,H-458
32S,V65,45A,F,11/12/2001,f,Q1021,8,7,B-386
81P,54D,85B,F,11/12/2001,m,Q1050,7,2,D-568
90P,28G,Z19,F,11/12/2001,f,Q1021,7,1,D-983
98R,72F,61B,BB,11/12/2001,m,Q1083,7,1,E-158
i0257A,57A,,F,11/12/2001,f,Q1021,8,6,H-396
i0244B,44B,,E,11/12/2001,m,Q1053,8,4,H-389
I0296G,96G,,R,11/12/2001,f,Q1012,8,1,H-423
i0295G,95G,,J,11/12/2001,f,Q1083,8,1,H-422
i0293D,93D,,F,11/12/2001,f,Q1053,7,2,H-420
i0272G,72G,,E,11/12/2001,m,Q1053,8,1,H-402
99R,41C,56F,BB,11/13/2001,f,Q1012,9,4,E-179
75P,X97,N60,F,11/13/2001,f,Q1021,7,7,D-213
02R,15E,T53,V,11/14/2001,m,Q1071,9,2,A-053
i0267F,67F,,V,11/14/2001,f,Q1071,8,1,H-399
i0274H,74H,,R,11/14/2001,f,Q1066,6,2,H-405
i0214C,14C,,F,11/14/2001,f,Q1021,8,4,H-376
37R,10C,33A,R,11/15/2001,f,Q1083,6,4,B-484
85P,J91,R70,F,11/15/2001,f,Q1021,6,9,D-652
40S,R65,39C,F,11/15/2001,m,Q1050,7,9,B-794
i02L80,L80,,K,11/15/2001,m,Q1056,5,11,H-441
63R,37D,X61,KK,11/16/2001,m,Q1056,7,3,C-740
i02X78,X78,,G,11/16/2001,m,Q1083,6,8,H-474
i02R78,R78,,F,11/16/2001,f,Q1021,7,10,H-459
i0281E,81E,,V,11/16/2001,f,Q1071,8,1,H-412
14R,80C,25B,CC,11/17/2001,f,Q1083,6,3,A-530
22S,76D,28E,R,11/17/2001,f,Q1066,7,4,A-934
92P,X17,V95,F,11/17/2001,m,Q1050,6,7,E-025
77R,73C,X58,HH,11/17/2001,f,Q1056,6,4,D-254
31R,X37,03D,R,11/17/2001,f,Q1012,7,10,B-360
i02O38,O38,,G,11/17/2001,f,Q1083,7,9,H-449
I0248B,48B,,F,11/17/2001,u,Q1021,8,5,H-392
78R,67G,V45,F,11/18/2001,m,Q1050,6,2,D-275
98P,J79,29C,V,11/18/2001,f,Q1071,8,9,E-157
i02S55,S55,,J,11/18/2001,f,Q1083,7,9,H-461
I0278C-1,78C,,HH,11/18/2001,f,Q1053,6,4,H-408
I02F72,F72,,F,11/18/2001,f,Q1053,6,11,H-428
i0276H,76H,,HH,11/18/2001,m,Q1046,7,2,H-406
27R,S96,V79,R,11/19/2001,f,Q1012,7,11,B-026
53R,O55,70C,KK,11/20/2001,m,Q1056,6,8,C-303
i02J66,J66,,J,11/20/2001,u,Q1083,7,12,H-432
38S,O52,43A,F,11/21/2001,f,Q1050,6,9,B-505
i02X46,X46,,U,11/21/2001,m,Q1053,7,9,H-472
I0274F,74F,,DD,11/21/2001,u,Q1083,7,2,H-404
92R,93A,,BB,11/23/2001,m,Q1083,6,4,E-026
19S,74B,79B,R,11/23/2001,m,Q1012,8,4,A-626
i02L84,L84,,KK,11/23/2001,m,Q1056,6,10,H-442
i02K83,K83,,BB,11/23/2001,m,Q1012,8,10,H-439
i02R27,R27,,C,11/23/2001,m,Q1083,7,7,H-455
i02N20,N20,,J,11/23/2001,f,Q1083,7,10,H-446
89R,V78,Z46,KK,11/24/2001,f,Q1053,8,6,D-735
59R,21G,G62,KK,11/24/2001,m,Q1056,8,1,C-425
01S,40A,,CC,11/24/2001,m,Q1083,6,6,A-035
38R,K84,Z71,R,11/24/2001,m,Q1012,7,11,B-504
i02L97,L97,,D,11/24/2001,m,Q1083,6,12,H-443
i02Z52,Z52,,J,11/24/2001,m,Q1083,8,5,H-477
i0208F,08F,,F,11/24/2001,m,Q1053,7,1,H-374
i02T12,T12,,E,11/24/2001,f,Q1053,7,8,H-463
90R,27C,Z88,F,11/25/2001,m,Q1012,8,3,D-984
97P,T03,60D,V,11/25/2001,m,Q1071,8,8,E-135
i0246B,46B,,S,11/25/2001,m,Q1083,7,4,H-390
i0290D,90D,,F,11/25/2001,f,Q1021,7,4,H-416
33R,02A,Z71,R,11/26/2001,f,Q1012,7,6,B-405
09S,56A,Z10,F,11/26/2001,m,Q1050,5,6,A-186
95P,32G,85E,V,11/26/2001,m,Q1071,9,1,E-093
79R,Z67,37C,BB,11/26/2001,m,Q1012,8,7,D-299
10S,61A,65F,F,11/26/2001,f,Q1050,6,5,A-455
12S,L19,S47,R,11/26/2001,f,Q1012,8,10,A-491
83P,01B,02C,F,11/26/2001,f,Q1021,7,5,D-609
i02Z74,Z74,,G,11/26/2001,f,Q1083,8,6,H-480
i02Z72,Z72,,DD,11/26/2001,u,Q1083,7,5,H-478
i02V76,V76,,L,11/26/2001,m,Q1053,7,8,H-467
i0213H,13H,,V,11/26/2001,u,Q1071,9,2,H-375
26R,77G,Z71,R,11/27/2001,m,Q1066,7,1,B-008
57R,V72,O34,HH,11/27/2001,f,Q1053,7,9,C-384
04S,68C,Z01,R,11/27/2001,m,Q1012,8,4,A-091
33S,X33,61B,BB,11/27/2001,m,Q1012,7,7,B-406
i02O30,O30,,C,11/27/2001,m,Q1083,7,10,H-447
I02Z78,Z78,,F,11/27/2001,u,Q1053,8,7,H-481
i02Z73,Z73,,G,11/27/2001,u,Q1083,6,5,H-479
i0259F,59F,,R,11/27/2001,f,Q1066,7,2,H-397
77P,V58,51A,F,11/28/2001,m,Q1021,6,7,D-253
i0270H,70H,,G,11/28/2001,m,Q1083,8,2,H-400
20S,22H,X58,HH,11/29/2001,f,Q1046,7,1,A-896
70R,91A,Z01,R,11/30/2001,f,Q1012,9,6,D-115
68R,H45,33A,R,12/1/2001,f,Q1012,7,13,C-846
18S,33C,J21,R,12/1/2001,m,Q1083,7,5,A-606
13S,K00,O23,F,12/1/2001,m,Q1050,6,7,A-511
i02K81,K81,,R,12/1/2001,f,Q1083,6,12,H-438
i0273B,73B,,F,12/1/2001,m,Q1050,7,5,H-403
96R,X60,X98,S,12/2/2001,m,Q1083,7,6,E-114
i0204A,04A,,I,12/2/2001,m,Q1053,7,7,H-370
i02K07,K07,,F,12/2/2001,f,Q1050,6,12,H-437
i0205D,05D,,D,12/2/2001,m,Q1083,7,3,H-373
30R,V37,65F,F,12/3/2001,m,Q1050,6,7,B-336
04R,42B,10D,F,12/3/2001,m,Q1050,8,6,A-090
29R,32A,S47,R,12/3/2001,f,Q1012,7,6,B-066
60R,58H,K14,KK,12/3/2001,f,Q1053,9,1,C-679
i0233G,33G,,DD,12/3/2001,u,Q1083,8,1,H-385
i02S59,S59,,F,12/3/2001,u,Q1056,8,8,H-462
i0294B,94B,,J,12/3/2001,m,Q1083,8,3,H-421
56R,V80,43A,HH,12/4/2001,f,Q1053,6,8,C-365
15R,Z75,90B,CC,12/4/2001,f,Q1083,6,6,A-548
31S,03H,79B,R,12/5/2001,m,Q1012,9,2,B-361
36S,Z11,Z10,F,12/5/2001,m,Q1050,5,7,B-465
09R,33H,66D,CC,12/5/2001,m,Q1083,6,1,A-185
84R,39A,14D,CC,12/5/2001,f,Q1083,6,5,D-633
17R,96A,Z71,R,12/6/2001,f,Q1012,7,5,A-586
42R,V60,V79,R,12/6/2001,f,Q1012,8,7,B-832
06S,K79,57D,BB,12/6/2001,f,Q1083,6,9,A-129
i02I50,I50,,H,12/6/2001,u,Q1056,5,10,H-430
88P,64A,91B,F,12/7/2001,f,Q1021,6,5,D-713
28R,J99,K85,R,12/8/2001,f,Q1012,7,9,B-046
27S,L29,51A,BB,12/8/2001,m,Q1012,7,9,B-027
