AnimalId,DoB,Gender,BGrp,DadId,MomId,FounderId,UniCode
"i0014c",11/20/1999 0:00:00,"f","F",,"14C",,"H-231"
"69L",11/21/1999 0:00:00,"m","BB","T16","93A",,"C-862"
"66L",11/22/1999 0:00:00,"f","C","49A","E04",,"C-801"
"47N",11/23/1999 0:00:00,"m","R","Z71","Z53",,"B-931"
"i00G17",11/23/1999 0:00:00,"m","B",,"G17",,"H-244"
"97N",11/24/1999 0:00:00,"f","F","88C","I70",,"E-133"
"I00S70",11/24/1999 0:00:00,"F","V",,"S70",,"H-256"
"22L",11/25/1999 0:00:00,"f","F","56C","78A",,"A-929"
"31N",11/25/1999 0:00:00,"f","F","V79","65A",,"B-357"
"06N",11/26/1999 0:00:00,"m","F","77A","I50",,"A-125"
"53N",11/26/1999 0:00:00,"m","F","V79","O52",,"C-300"
"25O",11/26/1999 0:00:00,"f","F","V79","O52",,"A-988"
"22N",11/26/1999 0:00:00,"m","F","27B","55A",,"A-930"
"03N",11/26/1999 0:00:00,"m","F","R70","89C",,"A-069"
"30N",11/27/1999 0:00:00,"m","F","51A","79C",,"B-333"
"i0033C",11/27/1999 0:00:00,"f","R",,"33C",,"H-236"
"53L",11/28/1999 0:00:00,"m","F","F46","R59",,"C-299"
"70L",11/28/1999 0:00:00,"f","B","90B","11C",,"D-111"
"75N",11/29/1999 0:00:00,"f","R","Z71","J69",,"D-211"
"78L",11/29/1999 0:00:00,"m","I","X94","13C",,"D-271"
"i00V76",11/29/1999 0:00:00,"m","F",,"V76",,"H-259"
"i00O35",11/29/1999 0:00:00,"f","S",,"O35",,"H-251"
"i00O33",11/29/1999 0:00:00,"f","R",,"O33",,"H-250"
"99L",11/30/1999 0:00:00,"m","F","51A","48B",,"E-175"
"54L",12/1/1999 0:00:00,"f","B","X61","13D",,"C-321"
"48N",12/1/1999 0:00:00,"f","R","V92","O96",,"B-953"
"85N",12/1/1999 0:00:00,"m","R","S60","K28",,"D-650"
"28N",12/1/1999 0:00:00,"f","F","R70","X97",,"B-043"
"00O",12/1/1999 0:00:00,"f","F","56C","90D",,"A-013"
"57L",12/2/1999 0:00:00,"m","B","J21","37B",,"C-380"
"68N",12/2/1999 0:00:00,"m","S","85A","J74",,"C-843"
"32N",12/2/1999 0:00:00,"f","C","32C","82C",,"B-382"
"30O",12/2/1999 0:00:00,"f","F","Z06","X17",,"B-334"
"i0015C",12/2/1999 0:00:00,"f","R",,"15C",,"H-232"
"83L",12/3/1999 0:00:00,"m","R","Z71","X91",,"D-607"
"45L",12/3/1999 0:00:00,"m","F","V79","Z07",,"B-889"
"63L",12/3/1999 0:00:00,"m","F","32B","L84",,"C-736"
"38N",12/3/1999 0:00:00,"f","F","E54","56A",,"B-501"
"i00S54",12/4/1999 0:00:00,"f","R",,"S54",,"H-255"
"80L",12/5/1999 0:00:00,"m","R","L83","X37",,"D-545"
"i00O30",12/5/1999 0:00:00,"m","C",,"O30",,"H-249"
"71N",12/6/1999 0:00:00,"f","R","L83","K84",,"D-132"
"69N",12/6/1999 0:00:00,"m","R",,"D07",,"G-001"
"i0035B",12/6/1999 0:00:00,"m","R",,"35B",,"H-237"
"01O",12/7/1999 0:00:00,"f","F","51A","J85",,"A-032"
"95L",12/7/1999 0:00:00,"f","BB","G62","O27",,"E-090"
"21O",12/8/1999 0:00:00,"m","R","K85","96A",,"A-912"
"73N",12/8/1999 0:00:00,"f","R","K85","D07",,"D-173"
"57N",12/8/1999 0:00:00,"m","R","O81","31A",,"C-381"
"08O",12/10/1999 0:00:00,"m","R","T82","V24",,"A-165"
"50L",12/11/1999 0:00:00,"m","C","V83","40A",,"C-238"
"12N",12/11/1999 0:00:00,"m","F","658","K04",,"A-487"
"49L",12/13/1999 0:00:00,"m","F","R70","73C",,"B-972"
"i0020E",12/14/1999 0:00:00,"f","E",,"20E",,"H-233"
"i0073B",12/14/1999 0:00:00,"f","F",,"73B",,"H-240"
"05N",12/15/1999 0:00:00,"f","F","90A","57A",,"A-106"
"15O",12/16/1999 0:00:00,"f","R","T16","54B",,"A-547"
"77N",12/16/1999 0:00:00,"f","R","T16","H45",,"D-251"
"78N",12/16/1999 0:00:00,"m","R","T16","S96",,"D-272"
"52N",12/16/1999 0:00:00,"m","R","S60","76D",,"C-279"
"02N",12/17/1999 0:00:00,"m","F","A87","Z15",,"A-050"
"13O",12/17/1999 0:00:00,"m","F","Z06","K00",,"A-508"
"91L",12/17/1999 0:00:00,"m","F","32B","V05",,"E-001"
"i00X86",12/17/1999 0:00:00,"m","F",,"X86",,"H-267"
"26L",12/18/1999 0:00:00,"f","F","88C","X46",,"B-004"
"62L",12/18/1999 0:00:00,"f","F","X81","R78",,"C-717"
"29N",12/18/1999 0:00:00,"m","F","54A","54D",,"B-063"
"36N",12/18/1999 0:00:00,"f","F","T29","82A",,"B-461"
"i00X46",12/18/1999 0:00:00,"f","F",,"X46",,"H-264"
"13N",12/19/1999 0:00:00,"m","F",,"03B",,"A-507"
"81L",12/19/1999 0:00:00,"f","F","H89","42B",,"D-565"
"94L",12/19/1999 0:00:00,"m","D","H79","L97",,"E-069"
"i00Z11",12/19/1999 0:00:00,"m","F",,"Z11",,"H-268"
"80N",12/20/1999 0:00:00,"f","G","X98","51B",,"D-546"
"79L",12/20/1999 0:00:00,"m","D","43A","47A",,"D-295"
"71L",12/20/1999 0:00:00,"m","F","90A","S59",,"D-131"
"86N",12/20/1999 0:00:00,"m","G",,"X78",,"D-671"
"87N",12/20/1999 0:00:00,"f","G","X98","O38",,"D-693"
"70N",12/20/1999 0:00:00,"m","R","L83","S73",,"D-112"
"98N",12/20/1999 0:00:00,"f","F","56C","56D",,"E-155"
"28O",12/20/1999 0:00:00,"m","C","32C","98C",,"B-044"
"27O",12/20/1999 0:00:00,"f","B","J86","X33",,"B-024"
"83N",12/20/1999 0:00:00,"m","G",,"Z73",,"G-178"
"11N",12/20/1999 0:00:00,"f","F",,"V78",,"A-469"
"i00X60",12/20/1999 0:00:00,"m","S",,"X60",,"H-266"
"23L",12/21/1999 0:00:00,"m","H","L22","A71",,"A-949"
"29O",12/21/1999 0:00:00,"m","R","O81","10C",,"B-064"
"i00V44",12/21/1999 0:00:00,"m","R",,"V44",,"H-258"
"48L",12/22/1999 0:00:00,"m","F","R70","59A",,"B-952"
"i00V80",12/22/1999 0:00:00,"f","H",,"V80",,"H-260"
"09N",12/23/1999 0:00:00,"m","F","L64","Z14",,"A-182"
"77L",12/23/1999 0:00:00,"m","R","O19","67C",,"D-250"
"60N",12/25/1999 0:00:00,"m","B","X61","31D",,"C-676"
"i00V82",12/25/1999 0:00:00,"m","I",,"V82",,"H-262"
"i00O56",12/25/1999 0:00:00,"u","I",,"O56",,"H-253"
"60L",12/26/1999 0:00:00,"m","F","Z06","01B",,"C-675"
"40L",12/26/1999 0:00:00,"f","F","Z06","64A",,"B-789"
"50N",12/26/1999 0:00:00,"m","G","X27","34D",,"C-239"
"59N",12/26/1999 0:00:00,"m","C","E54","55F",,"C-422"
"i0035F",12/26/1999 0:00:00,"m","R",,"35F",,"H-238"
"i00O54",12/26/1999 0:00:00,"f","F",,"O54",,"H-252"
"i00N40",12/26/1999 0:00:00,"f","R",,"N40",,"H-248"
"46L",12/27/1999 0:00:00,"f","F","77A","Z97",,"B-908"
"65N",12/27/1999 0:00:00,"m","B","79B","51D",,"C-781"
"61L",12/27/1999 0:00:00,"m","F","V79","Z78",,"C-694"
"79N",12/27/1999 0:00:00,"m","J","V83","Z52",,"D-296"
"75L",12/27/1999 0:00:00,"f","R","L83","V60",,"D-210"
"21N",12/27/1999 0:00:00,"f","F","Z46","N86",,"A-911"
"98L",12/27/1999 0:00:00,"f","BB","79B","K89",,"E-154"
"84L",12/27/1999 0:00:00,"f","I","56C","05A",,"D-629"
"i00Z78",12/27/1999 0:00:00,"m","F",,"Z78",,"H-269"
"i00K07",12/27/1999 0:00:00,"m","F",,"K07",,"H-246"
"34N",12/28/1999 0:00:00,"f","F","R70","J92",,"B-423"
"74N",12/28/1999 0:00:00,"f","R","Z90","32A",,"D-193"
"92L",12/28/1999 0:00:00,"m","C","49A","53B",,"E-022"
"15N",12/28/1999 0:00:00,"m","F","E05","92D",,"A-546"
"i0030E",12/28/1999 0:00:00,"m","F",,"30E",,"H-235"
"85L",12/29/1999 0:00:00,"m","C","25B","39A",,"D-649"
"99N",12/30/1999 0:00:00,"f","F","77A","R75",,"E-176"
"42L",12/30/1999 0:00:00,"f","F","I37","J91",,"B-828"
"23N",12/30/1999 0:00:00,"m","F","E54","81B",,"A-950"
"07O",1/1/2000 0:00:00,"m","J","T53","J66",,"A-146"
"35N",1/1/2000 0:00:00,"f","F","H87","N12",,"B-442"
"i00R65",1/1/2000 0:00:00,"u","?",,"R65",,"H-254"
"i0025D",1/2/2000 0:00:00,"m","J",,"25D",,"H-234"
"44L",1/3/2000 0:00:00,"m","F","D71","X87",,"B-869"
"90L",1/3/2000 0:00:00,"m","J","T53","S55",,"D-980"
"37L",1/3/2000 0:00:00,"f","I","Z46","R74",,"B-480"
"28L",1/4/2000 0:00:00,"m","V","L07","T03",,"B-042"
"31L",1/4/2000 0:00:00,"f","V","X57","L49",,"B-356"
"25N",1/4/2000 0:00:00,"f","V","40C","X67",,"A-987"
"24O",1/4/2000 0:00:00,"f","V","00A","J79",,"A-970"
"23O",1/4/2000 0:00:00,"f","V","52B","T98",,"A-951"
"30L",1/4/2000 0:00:00,"m","V","Z00","L66",,"B-332"
"89L",1/5/2000 0:00:00,"f","S","08A","N16",,"D-731"
"i00N20",1/5/2000 0:00:00,"f","J",,"N20",,"H-247"
"22O",1/6/2000 0:00:00,"m","V","Z00","13A",,"A-931"
"93N",1/6/2000 0:00:00,"f","G","X27","Z74",,"E-047"
"58L",1/6/2000 0:00:00,"m","F","51A","R64",,"C-400"
"65L",1/6/2000 0:00:00,"f","F","31C","Z51",,"C-780"
"76N",1/6/2000 0:00:00,"m","R","T16","K81",,"D-230"
"24N",1/6/2000 0:00:00,"m","V","X58","15E",,"A-969"
"i0005D",1/6/2000 0:00:00,"m","D",,"05D",,"H-229"
"i00V37",1/6/2000 0:00:00,"m","F",,"V37",,"H-257"
"05O",1/7/2000 0:00:00,"m","F","32B","O55",,"A-107"
"16N",1/7/2000 0:00:00,"m","F","H87","I12",,"A-563"
"25L",1/8/2000 0:00:00,"m","V","Z00","13B",,"A-986"
"34L",1/8/2000 0:00:00,"m","HH","Z01","78C",,"B-422"
"47L",1/9/2000 0:00:00,"f","F","V79","K11",,"B-930"
"62N",1/9/2000 0:00:00,"f","BB","18B","69F",,"C-718"
"i00V81",1/10/2000 0:00:00,"u","E",,"V81",,"H-261"
"38L",1/11/2000 0:00:00,"m","F","77A","G43",,"B-500"
"i00X34",1/11/2000 0:00:00,"f","R",,"X34",,"H-263"
"14O",1/12/2000 0:00:00,"f","R","A48#","X28",,"A-528"
"96N",1/12/2000 0:00:00,"f","F","R70","O69",,"E-111"
"33L",1/12/2000 0:00:00,"f","F","V79","O43",,"B-401"
"51N",1/12/2000 0:00:00,"f","G","X98","83C",,"C-259"
"24L",1/12/2000 0:00:00,"m","H","X79","T28",,"A-968"
"33N",1/13/2000 0:00:00,"m","F","E05","99A",,"B-402"
"64L",1/13/2000 0:00:00,"f","CC","49A","T86",,"C-757"
"72N",1/13/2000 0:00:00,"f","S","F32","T84",,"D-152"
"10O",1/14/2000 0:00:00,"m","V","X57","J41",,"A-452"
"58N",1/14/2000 0:00:00,"f","F","V95","L80",,"C-401"
"43L",1/17/2000 0:00:00,"m","F","Z06","39B",,"B-849"
"55L",1/19/2000 0:00:00,"m","B","V83","Z67",,"C-341"
"11O",1/19/2000 0:00:00,"m","F","Z06","21C",,"A-470"
"00N",1/20/2000 0:00:00,"f","F","52B","93D",,"A-012"
"41L",1/20/2000 0:00:00,"m","F","G23","S16",,"B-807"
"84N",1/20/2000 0:00:00,"f","S","T57","42A",,"D-630"
"68L",1/21/2000 0:00:00,"m","F","R70","T27",,"C-842"
"07N",1/22/2000 0:00:00,"f","F","51A","61A",,"A-145"
"i0095A",1/22/2000 0:00:00,"u","R",,"95A",,"H-243"
"17N",1/23/2000 0:00:00,"m","F","Z88","R79",,"A-583"
"86L",1/25/2000 0:00:00,"m","R","O81","91A",,"D-670"
"18N",1/25/2000 0:00:00,"m","F","Z10","V04",,"A-602"
"16O",1/26/2000 0:00:00,"f","R","33A","D83",,"A-564"
"51L",1/28/2000 0:00:00,"f","I","X94","80A",,"C-258"
"27N",1/29/2000 0:00:00,"m","R","33A","77D",,"B-023"
"39N",1/29/2000 0:00:00,"f","F","D71","H74",,"B-521"
"27L",1/29/2000 0:00:00,"m","F","88C","C38",,"B-022"
"39L",1/30/2000 0:00:00,"m","F","56C","D69",,"B-520"
"35L",1/30/2000 0:00:00,"m","F","Z19","N13",,"B-441"
"72L",2/3/2000 0:00:00,"m","F","X77","F72",,"D-151"
"41N",2/4/2000 0:00:00,"m","S","86A","36D",,"B-808"
"06O",2/5/2000 0:00:00,"m","F","17B","19A",,"A-126"
"82L",2/6/2000 0:00:00,"f","F","56C","27C",,"D-585"
"26N",2/6/2000 0:00:00,"m","F","56C","00B",,"B-005"
"20N",2/6/2000 0:00:00,"f","F","R70","X20",,"A-892"
"37N",2/6/2000 0:00:00,"m","F","F46","24B",,"B-481"
"61N",2/8/2000 0:00:00,"f","B","X61","D97",,"C-695"
"40N",2/14/2000 0:00:00,"m","R","V92","30D",,"B-790"
"19O",2/14/2000 0:00:00,"f","F","14A","B75",,"A-623"
"09O",2/16/2000 0:00:00,"f","R","F00","39F",,"A-183"
"87L",2/17/2000 0:00:00,"m","S","T57","S37",,"D-692"
"56L",2/17/2000 0:00:00,"m","B","E54","V99",,"C-361"
"64N",2/17/2000 0:00:00,"f","C","90B","50D",,"C-758"
"42N",2/18/2000 0:00:00,"m","R","O19","87F",,"B-829"
"82N",2/22/2000 0:00:00,"f","E","23A","V91",,"D-586"
"54N",2/22/2000 0:00:00,"f","R","L83","C12",,"C-322"
"90N",2/23/2000 0:00:00,"m","S","T57","953",,"D-981"
"18O",2/24/2000 0:00:00,"f","S","J88","Z82",,"A-603"
"63N",2/24/2000 0:00:00,"m","B","X61","L29",,"C-737"
"03O",2/25/2000 0:00:00,"m","R",,"B60",,"F-384"
"88N",2/25/2000 0:00:00,"f","S","O81","H64",,"D-711"
"56N",2/29/2000 0:00:00,"m","J","Z90","Z86",,"C-362"
"95N",3/1/2000 0:00:00,"m","R","C56","T95",,"E-091"
"02O",3/2/2000 0:00:00,"m","R","F00","59F",,"A-051"
"59L",3/2/2000 0:00:00,"m","C","49A","K80",,"C-421"
"01N",3/5/2000 0:00:00,"f","F","51A","V65",,"A-031"
"26O",3/5/2000 0:00:00,"m","F","Z06","X44",,"B-006"
"36L",3/7/2000 0:00:00,"f","F","O08","N05",,"B-460"
"32L",3/25/2000 0:00:00,"m","F","V79","29B",,"B-381"
"14N",3/25/2000 0:00:00,"f","F","658","985",,"A-527"
"20O",3/25/2000 0:00:00,"m","F","X77","O44",,"A-893"
"04N",3/25/2000 0:00:00,"f","F","Z06","17C",,"A-087"
"81N",4/13/2000 0:00:00,"f","J","Z90","94B",,"D-566"
"43O",11/5/2000 0:00:00,"f","CC","J21","80C",,"B-851"
"70O",11/13/2000 0:00:00,"f","S","17A","O35",,"D-113"
"81O",11/13/2000 0:00:00,"m","R","L83","02A",,"D-567"
"70P",11/13/2000 0:00:00,"f","EE","43A","44B",,"D-114"
"I01N20",11/13/2000 0:00:00,"f","JJ",,"N20",,"H-326"
"65O",11/14/2000 0:00:00,"m","BB","G62","K83",,"C-782"
"53P",11/14/2000 0:00:00,"f","LL","A87","V76",,"C-302"
"72O",11/14/2000 0:00:00,"m","S","21B","46B",,"D-153"
"i01J71",11/14/2000 0:00:00,"f","S",,"J71",,"H-319"
"i0105D",11/14/2000 0:00:00,"m","DD",,"05D",,"H-275"
"54O",11/15/2000 0:00:00,"f","BB","V29","41C",,"C-323"
"82O",11/15/2000 0:00:00,"m","R","33A","V44",,"D-587"
"i0138F",11/15/2000 0:00:00,"f","GG",,"38F",,"H-288"
"86O",11/16/2000 0:00:00,"m","R","N60","J99",,"D-672"
"87O",11/18/2000 0:00:00,"m","R","K85","J12",,"D-694"
"i0170B",11/18/2000 0:00:00,"f","F",,"70B",,"H-296"
"38P",11/20/2000 0:00:00,"f","R","J21","L19",,"B-503"
"i01H71",11/20/2000 0:00:00,"f","F",,"H71",,"H-315"
"i0043F",11/20/2000 0:00:00,"f","F",,"43F",,"H-239"
"32P",11/21/2000 0:00:00,"f","HH","G62","L48",,"B-384"
"i01O70",11/21/2000 0:00:00,"f","F",,"O70",,"H-333"
"i01F38",11/21/2000 0:00:00,"u","LL",,"F38",,"H-312"
"i01O75",11/23/2000 0:00:00,"f","F",,"O75",,"H-334"
"96O",11/24/2000 0:00:00,"f","EE","02C","V81",,"E-112"
"59O",11/24/2000 0:00:00,"m","BB","45A","J01",,"C-423"
"I0125D",11/24/2000 0:00:00,"f","JJ",,"25D",,"H-281"
"71P",11/26/2000 0:00:00,"f","EE","V95","T12",,"D-134"
"54P",11/26/2000 0:00:00,"f","F","V79","V58",,"C-324"
"79O",11/26/2000 0:00:00,"m","S","28B","Z99",,"D-297"
"i0174C",11/26/2000 0:00:00,"f","LL",,"74C",,"H-300"
"i0155A",11/26/2000 0:00:00,"f","HH",,"55A",,"H-294"
"39O",11/27/2000 0:00:00,"m","LL","02C","X51",,"B-522"
"23P",11/27/2000 0:00:00,"f","CC","90B","82B",,"A-952"
"41P",11/27/2000 0:00:00,"f","BB","61D","K79",,"B-810"
"12P",11/27/2000 0:00:00,"m","F","Z90","46F",,"A-489"
"i0170H",11/27/2000 0:00:00,"m","GG",,"70H",,"H-297"
"i0147A",11/27/2000 0:00:00,"f","DD",,"47A",,"H-291"
"51P",11/28/2000 0:00:00,"f","F","R70","X97",,"C-261"
"62P",11/29/2000 0:00:00,"m","F","K85","17C",,"C-720"
"33O",11/29/2000 0:00:00,"m","F","R70","X86",,"B-403"
"51O",11/29/2000 0:00:00,"m","BB","49A","93A",,"C-260"
"77O",11/29/2000 0:00:00,"m","R","Z71","O33",,"D-252"
"i0148B",11/29/2000 0:00:00,"m","F",,"48B",,"H-292"
"i0074H",11/29/2000 0:00:00,"m","R",,"74H",,"H-241"
"i0138E",11/30/2000 0:00:00,"m","R",,"38E",,"H-287"
"i0157A",11/30/2000 0:00:00,"m","F",,"57A",,"H-295"
"56P",12/1/2000 0:00:00,"m","F","00A","Z15",,"C-364"
"i0174F",12/1/2000 0:00:00,"m","DD",,"74F",,"H-301"
"i0174B",12/1/2000 0:00:00,"f","R",,"74B",,"H-299"
"93O",12/2/2000 0:00:00,"f","KK","G23","L84",,"E-048"
"55P",12/2/2000 0:00:00,"f","F","50C","14C",,"C-344"
"28P",12/2/2000 0:00:00,"m","LL","39C","78A",,"B-045"
"I01H02",12/2/2000 0:00:00,"m","R",,"H02",,"H-314"
"26P",12/3/2000 0:00:00,"m","S","F32","I56",,"B-007"
"38O",12/3/2000 0:00:00,"f","LL","46D","91E",,"B-502"
"i01K07",12/3/2000 0:00:00,"m","F",,"K07",,"H-320"
"44P",12/4/2000 0:00:00,"m","LL","Z90","07F",,"B-872"
"89O",12/4/2000 0:00:00,"m","R","O15","15C",,"D-733"
"34O",12/4/2000 0:00:00,"m","F","Z46","73C",,"B-424"
"i0114F",12/4/2000 0:00:00,"f","LL",,"14F",,"H-279"
"32O",12/5/2000 0:00:00,"f","HH","45A","N86",,"B-383"
"40O",12/5/2000 0:00:00,"m","F","51A","73B",,"B-791"
"22P",12/5/2000 0:00:00,"m","KK","V83","53E",,"A-932"
"90O",12/5/2000 0:00:00,"m","R","33A","S96",,"D-982"
"57O",12/5/2000 0:00:00,"f","BB","49A","B10",,"C-382"
"i01O30",12/5/2000 0:00:00,"m","CC",,"O30",,"H-328"
"i01S55",12/5/2000 0:00:00,"f","JJ",,"S55",,"H-339"
"i01V36",12/5/2000 0:00:00,"m","F",,"V36",,"H-347"
"i01K84",12/5/2000 0:00:00,"f","R",,"K84",,"H-322"
"24P",12/6/2000 0:00:00,"m","S",,"X60",,"F-479"
"46P",12/6/2000 0:00:00,"m","F","F46","X17",,"B-911"
"61P",12/6/2000 0:00:00,"f","F","90A","92D",,"C-697"
"i0184C",12/6/2000 0:00:00,"f","DD",,"84C",,"H-306"
"60P",12/7/2000 0:00:00,"f","F","29C","42B",,"C-678"
"08P",12/7/2000 0:00:00,"m","F","02C","R78",,"A-166"
"11P",12/7/2000 0:00:00,"f","CC","90B","40A",,"A-471"
"i01Z92",12/7/2000 0:00:00,"f","DD",,"Z92",,"H-365"
"I0142B-2",12/7/2000 0:00:00,"f","F",,"42B",,"H-289"
"i01S59",12/7/2000 0:00:00,"m","F",,"S59",,"H-340"
"i01X78",12/7/2000 0:00:00,"m","GG",,"X78",,"H-355"
"49P",12/8/2000 0:00:00,"f","F","O23","67G",,"B-975"
"41O",12/8/2000 0:00:00,"f","F","L64","K04",,"B-809"
"06P",12/8/2000 0:00:00,"m","F","88C","J28",,"A-127"
"36O",12/8/2000 0:00:00,"f","HH","90A","V80",,"B-462"
"25P",12/8/2000 0:00:00,"f","KK","X57","65A",,"A-989"
"I0113D",12/8/2000 0:00:00,"f","BB/CC",,"13D",,"H-278"
"10P",12/9/2000 0:00:00,"m","BB","37C","N37",,"A-453"
"20P",12/9/2000 0:00:00,"m","R","J21","35B",,"A-894"
"92O",12/9/2000 0:00:00,"f","R","X94","68C",,"E-024"
"49O",12/9/2000 0:00:00,"m","KK","X81","07A",,"B-974"
"84O",12/10/2000 0:00:00,"m","EE","32C","09F",,"D-631"
"67O",12/10/2000 0:00:00,"f","R","T16","33C",,"C-824"
"48O",12/11/2000 0:00:00,"f","CC","57D","39A",,"B-954"
"64P",12/11/2000 0:00:00,"f","F","85B","39B",,"C-760"
"i0182A",12/11/2000 0:00:00,"f","F",,"82A",,"H-304"
"i01O56",12/11/2000 0:00:00,"m","II",,"O56",,"H-331"
"i01V24",12/12/2000 0:00:00,"m","R",,"V24",,"H-346"
"56O",12/13/2000 0:00:00,"f","KK","T88","37D",,"C-363"
"i01S73",12/13/2000 0:00:00,"f","R",,"S73",,"H-341"
"i01Z73",12/13/2000 0:00:00,"m","GG",,"Z73",,"H-362"
"i0104A",12/13/2000 0:00:00,"m","II",,"04A",,"H-272"
"91O",12/14/2000 0:00:00,"m","R","77A","V60",,"E-003"
"76O",12/14/2000 0:00:00,"m","R","Z01","96A",,"D-231"
"63P",12/14/2000 0:00:00,"f","F","Z90","64D",,"C-739"
"03P",12/14/2000 0:00:00,"f","F","85A","Z08",,"A-070"
"18P",12/14/2000 0:00:00,"f","R","J81","35F",,"A-604"
"i01T03",12/14/2000 0:00:00,"f","V",,"T03",,"H-342"
"i0151B",12/15/2000 0:00:00,"m","GG",,"51B",,"H-293"
"i01V78",12/15/2000 0:00:00,"m","KK",,"V78",,"H-349"
"61O",12/16/2000 0:00:00,"m","BB","25B","X33",,"C-696"
"i01T85",12/16/2000 0:00:00,"f","S",,"T85",,"H-344"
"99O",12/17/2000 0:00:00,"m","F","R70","90D",,"E-177"
"85O",12/17/2000 0:00:00,"m","R","L83","54B",,"D-651"
"31P",12/17/2000 0:00:00,"m","F","51A","64A",,"B-359"
"64O",12/17/2000 0:00:00,"f","CC","61D","50F",,"C-759"
"57P",12/17/2000 0:00:00,"f","F","K14","55H",,"C-383"
"52P",12/17/2000 0:00:00,"f","F","D78","61A",,"C-281"
"i01Z52",12/17/2000 0:00:00,"m","JJ",,"Z52",,"H-359"
"i01J66",12/17/2000 0:00:00,"f","J",,"J66",,"H-318"
"i01D82",12/17/2000 0:00:00,"f","S",,"D82",,"H-310"
"i01R79",12/17/2000 0:00:00,"m","F",,"R79",,"H-337"
"i0171E",12/17/2000 0:00:00,"m","F",,"71E",,"H-298"
"i01R68",12/17/2000 0:00:00,"m","F",,"R68",,"H-336"
"94O",12/18/2000 0:00:00,"m","V","V45","13B",,"E-071"
"40P",12/18/2000 0:00:00,"m","V","30C","J41",,"B-792"
"17P",12/18/2000 0:00:00,"m","F","39C","01B",,"A-585"
"53O",12/18/2000 0:00:00,"f","BB","90B","Z67",,"C-301"
"I01O69",12/18/2000 0:00:00,"m","F",,"O69",,"H-332"
"I0129B",12/18/2000 0:00:00,"f","LL",,"29B",,"H-283"
"68P",12/19/2000 0:00:00,"f","F","Z10","99A",,"C-845"
"73P",12/19/2000 0:00:00,"f","BB","G62","89A",,"D-175"
"00P",12/20/2000 0:00:00,"f","F","20B","62H",,"A-014"
"i0100F",12/20/2000 0:00:00,"f","F",,"00F",,"H-271"
"i0191A",12/20/2000 0:00:00,"f","R",,"91A",,"H-307"
"I01K81",12/21/2000 0:00:00,"f","R",,"K81",,"H-321"
"16P",12/22/2000 0:00:00,"m","R","Z01","76D",,"A-565"
"21P",12/22/2000 0:00:00,"m","R","T16","31A",,"A-913"
"98O",12/23/2000 0:00:00,"m","HH","02C","78C",,"E-156"
"i01N40",12/24/2000 0:00:00,"m","R",,"N40",,"H-327"
"60O",12/25/2000 0:00:00,"m","BB","79B","36B",,"C-677"
"42O",12/25/2000 0:00:00,"f","F","H87","V37",,"B-830"
"63O",12/25/2000 0:00:00,"m","CC","49A","T86",,"C-738"
"58O",12/25/2000 0:00:00,"m","BB","V29","37B",,"C-402"
"i01S54",12/25/2000 0:00:00,"f","R",,"S54",,"H-338"
"i01V82",12/25/2000 0:00:00,"f","II",,"V82",,"H-350"
"i01G80",12/25/2000 0:00:00,"m","DD",,"G80",,"H-313"
"66P",12/26/2000 0:00:00,"f","BB","61B","95B",,"C-804"
"30P",12/26/2000 0:00:00,"m","F","56C","Z97",,"B-335"
"33P",12/26/2000 0:00:00,"m","V","Z00","L49",,"B-404"
"34P",12/26/2000 0:00:00,"m","F","51A","79C",,"B-425"
"73O",12/26/2000 0:00:00,"m","R",,"H45",,"D-174"
"13P",12/26/2000 0:00:00,"m","F","V95","18A",,"A-509"
"i0112H",12/26/2000 0:00:00,"m","R",,"12H",,"H-276"
"i01Z53",12/26/2000 0:00:00,"m","R",,"Z53",,"H-360"
"71O",12/27/2000 0:00:00,"m","R","L83","95A",,"D-133"
"45P",12/27/2000 0:00:00,"f","F","E54","56A",,"B-892"
"i0195A",12/27/2000 0:00:00,"m","R",,"95A",,"H-309"
"78O",12/28/2000 0:00:00,"f","F","R70","89C",,"D-273"
"37P",12/28/2000 0:00:00,"f","R","J81","K28",,"B-483"
"I01J29",12/29/2000 0:00:00,"u","F",,"J29",,"H-317"
"37O",12/30/2000 0:00:00,"m","F","K32","N12",,"B-482"
"35O",12/31/2000 0:00:00,"f","HH","R70","X20",,"B-443"
"i0104E",12/31/2000 0:00:00,"m","F",,"04E",,"H-273"
"i01V91",12/31/2000 0:00:00,"f","EE",,"V91",,"H-351"
"14P",1/1/2001 0:00:00,"m","F","39C","X46",,"A-529"
"59P",1/1/2001 0:00:00,"f","F","12E","87D",,"C-424"
"83O",1/1/2001 0:00:00,"m","R","17A","X37",,"D-608"
"47P",1/1/2001 0:00:00,"m","F","51A","Z78",,"B-933"
"ii01T28",1/1/2001 0:00:00,"f","H",,"T28",,"J-770"
"i01X37",1/1/2001 0:00:00,"m","R",,"X37",,"H-353"
"i01T28",1/1/2001 0:00:00,"f","H",,"T28",,"H-343"
"04P",1/2/2001 0:00:00,"f","F","56C","S16",,"A-089"
"31O",1/2/2001 0:00:00,"m","F","88C","K11",,"B-358"
"05P",1/2/2001 0:00:00,"f","F","V79","D69",,"A-108"
"i01Z07",1/2/2001 0:00:00,"m","F",,"Z07",,"H-357"
"i01X34",1/2/2001 0:00:00,"m","R",,"X34",,"H-352"
